hangul_word,num_hanja,hanja_word
각자,1,['各自']
각인,1,['刻印']
각의,1,['閣議']
각오,1,['覺悟']
각양각색,1,['各樣各色']
각양,1,['各樣']
각성,1,['覺醒']
각설탕,1,['角雪糖']
각설,1,['却說']
각선미,1,['脚線美']
각서화,1,['覺書化']
각서설,1,['覺書說']
각서,1,['覺書']
각색자,1,['脚色者']
각부,1,['各部']
각본난,1,['刻本難']
각본,1,['脚本']
각별,1,['各別']
각배,1,['角杯']
각반,1,['脚絆']
각박성가,1,['刻薄成家']
각주구검,1,['刻舟求劍']
각지,1,['各地']
각지불이,1,['各知不移']
간곡,1,['懇曲']
간만,1,['干滿']
간략,1,['簡略']
간두지세,1,['竿頭之勢']
간담회,1,['懇談會']
간담상조,1,['肝膽相照']
간단명료,1,['簡單明瞭']
간뇌,1,['間腦']
간난신고,1,['艱難辛苦']
간극,1,['間隙']
간교,1,['奸巧']
간과,1,['看過']
간계,1,['奸計']
각질,1,['角質']
간경변증,1,['肝硬變症']
간결,1,['簡潔']
간격,1,['間隔']
간간,1,['間間']
각화형,1,['角化型']
각형,1,['角形']
각층,1,['各層']
각축전,1,['角逐戰']
각축,1,['角逐']
각첨,1,['角尖']
각처,1,['各處']
간판,1,['看板']
간편,1,['簡便']
간편성,1,['簡便性']
간편식,1,['簡便食']
감상문,1,['感想文']
감사절,1,['感謝節']
감사원,1,['鑑査員']
감사실,1,['監査室']
감사반원,1,['監査班員']
감사반,1,['監査班']
감사권,1,['監査權']
감사관,1,['監査官']
감불생심,1,['敢不生心']
감봉,1,['減俸']
감복,1,['感服']
감별력,1,['鑑別力']
감별,1,['鑑別']
감미료,1,['甘味料']
감미,1,['甘味']
감명,1,['感銘']
감면,1,['減免']
감리자,1,['監理者']
감량,1,['減量']
감동적,1,['感動的']
감동,1,['感動']
감독직,1,['監督職']
감독자,1,['監督者']
감독원,1,['監督院']
감독상,1,['監督賞']
감상실,1,['鑑賞室']
감상자,1,['鑑賞者']
감상적,1,['感傷的']
감시,1,['監視']
감염,1,['感染']
감언이설,1,['甘言利說']
감액,1,['減額']
감안,1,['勘案']
감식,1,['鑑識']
감시탑,1,['監視塔']
감시자,1,['監視者']
감시원,1,['監視員']
감시망,1,['監視網']
감시대,1,['監視臺']
감시권,1,['監視圈']
감수성,1,['感受性']
감상주의,1,['感傷主義']
감수력,1,['感受力']
감속,1,['減速']
감소치,1,['減少値']
감소율,1,['減少率']
감소세,1,['減少勢']
감소분,1,['減少分']
감소,1,['減少']
감성화,1,['感性化']
감성적,1,['感性的']
감성,1,['感性']
감상회,1,['鑑賞會']
감독론,1,['監督論']
감독권,1,['監督權']
감독관,1,['監督官']
간호학과,1,['看護學科']
갈이천정,1,['渴而穿井']
갈애,1,['渴愛']
갈수기,1,['渴水期']
갈색,1,['褐色']
갈망,1,['渴望']
갈등형,1,['葛藤型']
갈등론적,1,['葛藤論的']
갈등,1,['葛藤']
갈급,1,['渴急']
갈구,1,['渴求']
간혹,1,['間或']
간호원,1,['看護員']
갈채,1,['喝采']
간호실,1,['看護室']
간호사,1,['看護師']
간호부장,1,['看護部長']
간호부,1,['看護婦']
간호복,1,['看護服']
간호대학,1,['看護大學']
간호대,1,['看護隊']
간호,1,['看護']
간헐적,1,['間歇的']
간행물,1,['刊行物']
간행,1,['刊行']
갈증,1,['渴症']
갈충보국,1,['竭忠報國']
감당,1,['堪當']
감경,1,['減輕']
감내,1,['堪耐']
감기약,1,['感氣藥']
감기,1,['感氣']
감금죄,1,['監禁罪']
감금당,1,['監禁當']
감금,1,['監禁']
감귤,1,['柑橘']
감군,1,['減軍']
감구지회,1,['感舊之懷']
감광판,1,['感光板']
감광지,1,['感光紙']
감격적,1,['感激的']
갈취,1,['喝取']
감격,1,['感激']
감개무량,1,['感慨無量']
감개,1,['感慨']
감각적,1,['感覺的']
감각,1,['感覺']
감가상각비,1,['減價償却費']
감가,1,['坎軻']
갈포,1,['葛布']
갈파,1,['喝破']
갈탄,1,['褐炭']
갈취형,1,['喝取型']
각박,1,['刻薄']
각막염,1,['角膜炎']
건구역,1,['乾嘔逆']
가로계,1,['街路係']
가변적,1,['可變的']
가변식,1,['可變式']
가변성,1,['可變性']
가변선,1,['可變線']
가벌성,1,['加罰性']
가방,1,['街坊']
가발,1,['假髮']
가반,1,['柯半']
가미,1,['加味']
가문,1,['家門']
가무단,1,['歌舞團']
가무,1,['歌舞']
가명제,1,['假名制']
가명,1,['假名']
가면무,1,['假面舞']
가면극,1,['假面劇']
가면관,1,['假面館']
가면,1,['假面']
가맹점,1,['加盟店']
가맹사,1,['加盟社']
가매장,1,['假埋葬']
가망,1,['可望']
가로수,1,['街路樹']
가로망,1,['街路網']
가로림만,1,['加露林灣']
가보,1,['家寶']
가봉,1,['假縫']
가부,1,['可否']
가속,1,['加速']
가시적,1,['可視的']
가시권,1,['可視圈']
가시거리,1,['可視距離']
가습기,1,['加濕器']
가수요,1,['假需要']
가수면,1,['假睡眠']
가수,1,['歌手']
가속화,1,['加速化']
가속적,1,['加速的']
가속도,1,['加速度']
가속기,1,['加速器']
가소,1,['可笑']
가부장,1,['家父長']
가성,1,['假聲']
가설적,1,['假說的']
가설무대,1,['假設舞臺']
가석방,1,['假釋放']
가상적,1,['假想敵']
가산점,1,['加算點']
가산율,1,['加算率']
가부좌,1,['跏趺坐']
가부장제적,1,['家父長制的']
가부장제,1,['家父長制']
가부장적,1,['家父長的']
가로등,1,['街路燈']
가로,1,['街路']
각막,1,['角膜']
가례,1,['嘉禮']
가관,1,['可觀']
가공형적,1,['加工形的']
가공학과,1,['加工學科']
가공품,1,['加工品']
가공적,1,['架空的']
가공인물,1,['架空人物']
가공업,1,['加工業']
가공성,1,['加工性']
가공법,1,['加工法']
가공과,1,['加工科']
가곡집,1,['歌曲集']
가곡,1,['歌曲']
가계약서,1,['假契約書']
가계약,1,['假契約']
가계성,1,['家計性']
가계비,1,['家計費']
가계부,1,['家計簿']
가결,1,['可決']
가검물,1,['可檢物']
가건물,1,['假建物']
가거주,1,['假居住']
가객,1,['歌客']
가감,1,['加減']
가가호호,1,['家家戶戶']
가가대소,1,['呵呵大笑']
가교,1,['架橋']
가교적,1,['架橋的']
가구상,1,['家具商']
가당,1,['可當']
가령,1,['假令']
가렴주구,1,['苛斂誅求']
가련,1,['可憐']
가량,1,['假量']
가두,1,['街頭']
가동주졸,1,['街童走卒']
가동성,1,['可動性']
가동비,1,['可動費']
가동률,1,['稼動率']
가독성,1,['可讀性']
가도,1,['街道']
가담항설,1,['街談巷說']
가구업체,1,['家具業體']
가담자,1,['加擔者']
가담,1,['加擔']
가능액,1,['可能額']
가능성,1,['可能性']
가능,1,['可能']
가내적,1,['家內的']
가내,1,['家內']
가난,1,['家難']
가급적,1,['可及的']
가급,1,['加給']
가극,1,['歌劇']
가시화,1,['可視化']
가식적,1,['假飾的']
가신,1,['家臣']
가압장,1,['加壓場']
가필,1,['加筆']
가풍,1,['家風']
가판대,1,['街販臺']
가택,1,['家宅']
가타부,1,['可-否']
가칭,1,['假稱']
가치화,1,['價値化']
가치중립,1,['價値中立']
가치적,1,['價値的']
가치세,1,['價値稅']
가치관,1,['價値觀']
가출,1,['家出']
가축적,1,['家畜的']
가축병원,1,['家畜病院']
가축,1,['家畜']
가체,1,['假諦']
가처분,1,['假處分']
가책,1,['呵責']
가창력,1,['歌唱力']
가차,1,['假借']
가집,1,['歌集']
가지급금,1,['假支給金']
가증,1,['可憎']
가중,1,['加重']
가주제,1,['假主題']
가학,1,['苛虐']
가학적,1,['加虐的']
가해,1,['加害']
각골통한,1,['刻骨痛恨']
각료,1,['閣僚']
각론적,1,['各論的']
각론,1,['各論']
각도기,1,['角度器']
각도,1,['角度']
각기병,1,['脚氣病']
각기,1,['各其']
각급,1,['各級']
각국어,1,['各國語']
각국,1,['各國']
각광,1,['脚光']
각골난망,1,['刻骨難忘']
가해자,1,['加害者']
각고,1,['刻苦']
각계각층,1,['各界各層']
각계,1,['各界']
각거성,1,['各居性']
각개,1,['各個']
각각,1,['各各']
가화,1,['佳話']
가혹,1,['苛酷']
가호자,1,['加護者']
가호,1,['家戶']
가행궁,1,['假行宮']
가족회의,1,['家族會議']
가족학,1,['家族學']
가족적,1,['家族的']
가용,1,['可用']
가장행렬,1,['假裝行列']
가작,1,['佳作']
가입자,1,['加入者']
가입안,1,['加入案']
가입순,1,['加入順']
가입서,1,['加入書']
가입비,1,['加入費']
가입,1,['加入']
가일층,1,['加一層']
가인박명,1,['佳人薄命']
가위,1,['可謂']
가요제,1,['歌謠祭']
가전,1,['家電']
가요사,1,['歌謠史']
가요계,1,['歌謠界']
가요,1,['歌謠']
가욋,1,['加外']
가외,1,['加外']
가옥대장,1,['家屋臺帳']
가열화,1,['加熱化']
가연성,1,['可燃性']
가업,1,['家業']
가야금,1,['伽倻琴']
가액,1,['價額']
가재도구,1,['家財道具']
가전사,1,['家電社']
가족애,1,['家族愛']
가정의,1,['家庭醫']
가족사진,1,['家族寫眞']
가족도,1,['家族圖']
가족계획,1,['家族計劃']
가족,1,['家族']
가제,1,['假題']
가정환경,1,['家庭環境']
가정학과,1,['家政學科']
가정학,1,['家政學']
가정주부,1,['家庭主婦']
가정적,1,['家庭的']
가정의례,1,['家庭儀禮']
가정용품,1,['家庭用品']
가전속,1,['假專屬']
가정생활,1,['家庭生活']
가정불화,1,['家庭不和']
가정부인,1,['家庭婦人']
가정부,1,['家政婦']
가정법,1,['假定法']
가정교육,1,['家庭敎育']
가정교사,1,['家庭敎師']
가정과,1,['家政科']
가전제품,1,['家電製品']
가전용품,1,['家電用品']
가전업계,1,['家電業界']
감염자,1,['感染者']
감영,1,['監營']
감옥,1,['監獄']
개작,1,['改作']
개탄조,1,['慨歎調']
개탄,1,['慨歎']
개칭,1,['改稱']
개축,1,['改築']
개최지,1,['開催地']
개최,1,['開催']
개촌,1,['開村']
개체화,1,['個體化']
개체적,1,['個體的']
개체성,1,['個體性']
개천절,1,['開天節']
개척적,1,['開拓的']
개척자,1,['開拓者']
개척,1,['開拓']
개창,1,['開創']
개찰구,1,['改札口']
개찰,1,['改札']
개중,1,['個中']
개종,1,['改宗']
개정판,1,['改訂版']
개정안,1,['改正案']
개정권,1,['改定權']
개점,1,['開店']
개재,1,['介在']
개장,1,['開場']
개통,1,['開通']
개통식,1,['開通式']
개편,1,['改編']
개혁적,1,['改革的']
객관성,1,['客觀性']
객관,1,['客觀']
개회식,1,['開會式']
개회사,1,['開會辭']
개회,1,['開會']
개활지,1,['開豁地']
개활,1,['開豁']
개화파,1,['開化派']
개화기,1,['開化期']
개혁풍,1,['改革風']
개혁파,1,['改革派']
개혁자,1,['改革者']
개편안,1,['改編案']
개혁안,1,['改革案']
개혁론,1,['改革論']
개혁가,1,['改革家']
개혁,1,['改革']
개헌안,1,['改憲案']
개헌선,1,['改憲線']
개헌,1,['改憲']
개항,1,['開港']
개학,1,['開學']
개표,1,['開票']
개폐식,1,['開閉式']
개작권,1,['改作權']
개입설,1,['介入說']
감옥선,1,['監獄船']
개입,1,['介入']
개시론,1,['開始論']
개시기,1,['開始期']
개소,1,['個所']
개세지재,1,['蓋世之才']
개성화,1,['個性化']
개성파,1,['個性派']
개성적,1,['個性的']
개성미,1,['個性美']
개성,1,['個性']
개설적,1,['槪說的']
개설서,1,['槪說書']
개설,1,['開設']
개선책,1,['改善策']
개선안,1,['改善案']
개선광정,1,['改善匡正']
개봉작,1,['開封作']
개봉관,1,['開封館']
개봉,1,['開封']
개별화,1,['個別化']
개별체,1,['個別體']
개별적,1,['個別的']
개별자,1,['個別者']
개별성,1,['個別性']
개별,1,['個別']
개벽,1,['開闢']
개시일,1,['開始日']
개식형,1,['個式型']
개신교,1,['改新敎']
개월,1,['個月']
개인화,1,['個人化']
개인차,1,['個人差']
개인주의적,1,['個人主義的']
개인주의,1,['個人主義']
개인적,1,['個人的']
개인용품,1,['個人用品']
개인사,1,['個人史']
개인별,1,['個人別']
개인기,1,['個人技']
개인,1,['個人']
개의,1,['介意']
개원,1,['開院']
개신교계,1,['改新敎界']
개요란,1,['槪要欄']
개요,1,['槪要']
개옥개행,1,['改玉改行']
개연적,1,['蓋然的']
개연성,1,['蓋然性']
개연,1,['蓋然']
개업,1,['開業']
개안,1,['開眼']
개악,1,['改惡']
개아,1,['個我']
개심,1,['改心']
객관식,1,['客觀式']
객관적,1,['客觀的']
객관주의,1,['客觀主義']
객관화,1,['客觀化']
거절,1,['拒絶']
거재마전,1,['車在馬前']
거재두량,1,['車載斗量']
거장,1,['巨匠']
거자필반,1,['去者必反']
거자일소,1,['去者日疎']
거자물추,1,['去者勿追']
거일반삼,1,['擧一反三']
거인국,1,['巨人國']
거인,1,['巨人']
거역,1,['拒逆']
거여,1,['巨與']
거액,1,['巨額']
거안제미,1,['擧案齊眉']
거안사위,1,['居安思危']
거실,1,['居室']
거식증,1,['拒食症']
거시적,1,['巨視的']
거수경례,1,['擧手敬禮']
거소,1,['居所']
거세당,1,['去勢當']
거세,1,['去勢']
거성,1,['居城']
거선,1,['巨船']
거석,1,['巨石']
거절당,1,['拒絶當']
거점,1,['據點']
거정,1,['巨晶']
건각,1,['健脚']
건과,1,['乾果']
건곤일척,1,['乾坤一擲']
건계,1,['乾季']
건강학,1,['健康學']
건강체,1,['健康體']
건강식품,1,['健康食品']
건강식,1,['健康食']
건강성,1,['健康性']
건강미,1,['健康美']
건강관리,1,['健康管理']
건강,1,['健康']
걱,1,['巪']
거주,1,['居住']
거행,1,['擧行']
거폐생폐,1,['去弊生弊']
거취,1,['去就']
거처,1,['居處']
거창,1,['巨創']
거지반,1,['居之半']
거주촉객,1,['擧酒屬客']
거주지,1,['居住地']
거주자,1,['居住者']
거주민,1,['居住民']
거주구,1,['居住區']
거서간,1,['居西干']
거상,1,['巨像']
거산,1,['巨山']
객체,1,['客體']
거개,1,['擧皆']
거간,1,['居間']
거가대족,1,['巨家大族']
갹출,1,['醵出']
갱유분서,1,['坑儒焚書']
갱신,1,['更新']
갱생,1,['更生']
갱목,1,['坑木']
갱년기,1,['更年期']
객체화,1,['客體化']
객체적,1,['客體的']
객창한등,1,['客窓寒燈']
거경궁리,1,['居敬窮理']
객차,1,['客車']
객지,1,['客地']
객중보체,1,['客中寶體']
객주,1,['客主']
객장,1,['客場']
객원,1,['客員']
객실,1,['客室']
객석,1,['客席']
객사,1,['客死']
객반위주,1,['客反爲主']
객기,1,['客氣']
거거익심,1,['去去益甚']
거구,1,['巨軀']
거부권,1,['拒否權']
거래제,1,['去來制']
거부감,1,['拒否感']
거봉,1,['巨峯']
거물,1,['巨物']
거문불납,1,['拒門不納']
거목,1,['巨木']
거명,1,['擧名']
거만,1,['倨慢']
거리감,1,['距離感']
거리,1,['距離']
거론,1,['擧論']
거래처,1,['去來處']
거래점,1,['去來店']
거국적,1,['擧國的']
거래자,1,['去來者']
거래액,1,['去來額']
거래세,1,['去來稅']
거래선,1,['去來先']
거래량,1,['去來量']
거래,1,['去來']
거두절미,1,['去頭截尾']
거동,1,['擧動']
거대화,1,['巨大化']
거대,1,['巨大']
거금,1,['巨金']
개방화,1,['開放化']
개방형,1,['開放形']
개방적,1,['開放的']
강세,1,['强勢']
강대국,1,['强大國']
강당,1,['講堂']
강단,1,['講壇']
강녕,1,['康寧']
강남,1,['江南']
강근지친,1,['强近之親']
강군,1,['强軍']
강국,1,['强國']
강구연월,1,['康衢煙月']
강관,1,['鋼管']
강공,1,['强攻']
강고성,1,['强固性']
강고,1,['强固']
강경파,1,['强勁派']
강경책,1,['强勁策']
강경론자,1,['强勁論者']
강경론,1,['强勁論']
강경,1,['强勁']
강건,1,['强健']
강강수월래,1,['强羌水越來']
강간범,1,['强姦犯']
강간당,1,['强姦當']
강간,1,['强姦']
갓,1,['㖙']
갑호,1,['甲號']
강도단,1,['强盜團']
강도범,1,['强盜犯']
강독,1,['講讀']
강박감,1,['强迫感']
강상,1,['崗上']
강산성,1,['强酸性']
강산,1,['江山']
강사진,1,['講師陣']
강사,1,['講師']
강북,1,['江北']
강보합세,1,['强保合勢']
강보합,1,['强保合']
강변도로,1,['江邊道路']
강박증,1,['强迫症']
강박적,1,['强迫的']
강박,1,['强迫']
강독용,1,['講讀用']
강목수생,1,['剛木水生']
강림,1,['降臨']
강론,1,['講論']
강령,1,['綱領']
강렬화,1,['强烈化']
강렬,1,['强烈']
강력부,1,['强力部']
강력범,1,['强力犯']
강력반,1,['强力班']
강력,1,['强力']
강등,1,['降等']
갑판장,1,['甲板長']
갑판부원,1,['甲板部員']
갑판부,1,['甲板部']
감지기,1,['感知器']
감축,1,['減縮']
감촉,1,['感觸']
감초,1,['甘草']
감청,1,['紺靑']
감천,1,['感天']
감찰반,1,['監察班']
감찰,1,['監察']
감질,1,['疳疾']
감지형,1,['感知型']
감지력,1,['感知力']
감지덕지,1,['感之德之']
감지,1,['感知']
감치,1,['監置']
감정지와,1,['坎井之蛙']
감정인,1,['鑑定人']
감정성,1,['感情性']
감점,1,['減點']
감전,1,['感電']
감자,1,['減資']
감응력,1,['感應力']
감응,1,['感應']
감읍,1,['感泣']
감원,1,['減員']
감옥소,1,['監獄所']
감축안,1,['減縮案']
감탄,1,['感歎']
갑판,1,['甲板']
갑남을녀,1,['甲男乙女']
갑종,1,['甲種']
갑족,1,['甲族']
갑자,1,['甲子']
갑오경장,1,['甲午更張']
갑오개혁,1,['甲午改革']
갑오,1,['甲午']
갑술,1,['甲戌']
갑상선,1,['甲狀腺']
갑사,1,['甲紗']
갑부,1,['甲富']
갑문,1,['閘門']
갑골,1,['甲骨']
감탄고토,1,['甘呑苦吐']
감흥,1,['感興']
감회,1,['感懷']
감화원,1,['感化院']
감화,1,['感化']
감호소,1,['監護所']
감호,1,['監護']
감형,1,['減刑']
감행,1,['敢行']
감투,1,['敢鬪']
감퇴,1,['減退']
감탄사,1,['感歎詞']
강상지변,1,['綱常之變']
강속구,1,['强速球']
개방성,1,['開放性']
강수,1,['强手']
개량화,1,['改良化']
개량형,1,['改良型']
개량주의,1,['改良主義']
개량종,1,['改良種']
개량적,1,['改良的']
개량,1,['改良']
개략적,1,['槪略的']
개두환면,1,['改頭換面']
개도국,1,['開途國']
개념화,1,['槪念化']
개념적,1,['槪念的']
개념,1,['槪念']
개년,1,['個年']
개권유득,1,['開卷有得']
개구즉착,1,['開口卽錯']
개교회,1,['個敎會']
개교기념일,1,['開校記念日']
개괄적,1,['槪括的']
개관일,1,['開館日']
개관식,1,['開館式']
개과천선,1,['改過遷善']
개개인,1,['個個人']
개개,1,['個個']
개강,1,['開講']
개간,1,['開墾']
개력,1,['改曆']
개막,1,['開幕']
개막식,1,['開幕式']
개발서,1,['開發書']
개방미,1,['開放美']
개방률,1,['開放率']
개방론자,1,['開放論者']
개방론,1,['開放論']
개방계,1,['開放系']
개발학과,1,['開發學科']
개발자,1,['開發者']
개발원,1,['開發員']
개발업,1,['開發業']
개발실장,1,['開發室長']
개발설,1,['開發說']
개발사,1,['開發社']
개막일,1,['開幕日']
개발비,1,['開發費']
개발부장,1,['開發部長']
개발부,1,['開發部']
개발도상국,1,['開發途上國']
개발단,1,['開發團']
개발,1,['開發']
개문납적,1,['開門納賊']
개문,1,['開門']
개명화,1,['開明化']
개막전,1,['開幕戰']
개막작,1,['開幕作']
개각설,1,['改閣說']
개각,1,['改閣']
개가식,1,['開架式']
강역,1,['疆域']
강의실,1,['講義室']
강의록,1,['講義錄']
강의,1,['講義']
강유겸전,1,['剛柔兼全']
강원도,1,['江原道']
강우량,1,['降雨量']
강우,1,['降雨']
강요당,1,['强要當']
강요,1,['强要']
강연회,1,['講演會']
강연,1,['講演']
강약부동,1,['强弱不同']
강인성,1,['强靭性']
강약,1,['强弱']
강압적,1,['强壓的']
강압,1,['强壓']
강안,1,['江岸']
강심,1,['江心']
강신무,1,['降神巫']
강습회,1,['講習會']
강습소,1,['講習所']
강습,1,['講習']
강술,1,['講述']
강수량,1,['降水量']
강인,1,['强靭']
강자,1,['强者']
강화책,1,['强化策']
강타,1,['强打']
강호연파,1,['江湖煙波']
강호,1,['强豪']
강행군,1,['强行軍']
강행,1,['强行']
강풍명월,1,['江風明月']
강풍,1,['强風']
강포,1,['江布']
강퍅,1,['剛愎']
강태공,1,['姜太公']
강탈,1,['强奪']
강타자,1,['强打者']
강철,1,['鋼鐵']
강장고,1,['强壯膏']
강직,1,['剛直']
강좌,1,['講座']
강조,1,['强調']
강제적,1,['强制的']
강제성,1,['强制性']
강제력,1,['强制力']
강제,1,['强制']
강점기,1,['强占期']
강적,1,['强敵']
강장지년,1,['强壯之年']
강장제,1,['强壯劑']
고임,1,['高賃']
고임금,1,['高賃金']
근친상간적,1,['近親相姦的']
구치소,1,['拘置所']
국가계획,1,['國家計劃']
국가,1,['國家']
구휼,1,['救恤']
구획,1,['區劃']
구황,1,['救荒']
구화지문,1,['口禍之門']
구화,1,['口畵']
구혼장,1,['求婚狀']
구호품,1,['救護品']
구호성,1,['救護性']
구호미,1,['救護米']
구호물자,1,['救護物資']
구형량,1,['求刑量']
구현,1,['具現']
구헌법,1,['舊憲法']
구한말,1,['舊韓末']
구한감우,1,['久旱甘雨']
구필,1,['口筆']
구팽,1,['狗烹']
구판장,1,['購販場']
구토증,1,['嘔吐症']
구토,1,['嘔吐']
구태의연,1,['舊態依然']
구태,1,['舊態']
구타,1,['毆打']
국가고시,1,['國家考試']
국가론,1,['國家論']
국가사,1,['國家史']
국공립,1,['國公立']
국내외,1,['國內外']
국내선,1,['國內線']
국내산,1,['國內産']
국내법적,1,['國內法的']
국내법,1,['國內法']
국내계,1,['國內系']
국내,1,['國內']
국난,1,['國難']
국권,1,['國權']
국군,1,['國軍']
국교생,1,['國校生']
국고,1,['國庫']
국가사상,1,['國家思想']
국경일,1,['國慶日']
국경선,1,['國境線']
국경,1,['國境']
국가학설,1,['國家學說']
국가주의,1,['國家主義']
국가주석직,1,['國家主席職']
국가주석,1,['國家主席']
국가적,1,['國家的']
국가수반,1,['國家首班']
국가설,1,['國家說']
국가사업,1,['國家事業']
구치소장,1,['拘置所長']
구출,1,['救出']
구십춘광,1,['九十春光']
구축업,1,['構築業']
구제책,1,['救濟策']
구정치인,1,['舊政治人']
구정,1,['舊正']
구절초,1,['九節草']
구절양장,1,['九折羊腸']
구절,1,['句節']
구전,1,['口傳']
구입품,1,['求入品']
구입처,1,['求入處']
구입자,1,['求入者']
구입비,1,['求入費']
구입난,1,['求入難']
구이지학,1,['口耳之學']
구읍,1,['舊邑']
구월,1,['九月']
구원자,1,['救援者']
구원,1,['救援']
구우일모,1,['九牛一毛']
구연동화,1,['口演童話']
구역제,1,['區域制']
구여현하,1,['口如懸河']
구어체,1,['口語體']
구어,1,['口語']
구약,1,['舊約']
구안투생,1,['苟安偸生']
구제품,1,['舊製品']
구조론,1,['構造論']
구조론적,1,['構造論的']
구질,1,['球質']
구축,1,['構築']
구체화,1,['具體化']
구체제,1,['舊體制']
구체적,1,['具體的']
구체성,1,['具體性']
구체,1,['具體']
구청장실,1,['區廳長室']
구청장,1,['區廳長']
구청,1,['區廳']
구첩반상,1,['九-飯床']
구차,1,['苟且']
구직자,1,['求職者']
구조물,1,['構造物']
구직,1,['求職']
구즉득지,1,['求則得之']
구중궁궐,1,['九重宮闕']
구좌,1,['口座']
구족계,1,['具足戒']
구조화,1,['構造化']
구조학,1,['構造學']
구조주의적,1,['構造主義的']
구조주의자,1,['構造主義者']
구조주의,1,['構造主義']
구조적,1,['構造的']
국내외적,1,['國內外的']
국내인,1,['國內人']
국내적,1,['國內的']
국내파,1,['國內派']
국읍,1,['國邑']
국유화론,1,['國有化論']
국유화,1,['國有化']
국유제적,1,['國有制的']
국유제론,1,['國有制論']
국유제,1,['國有制']
국유론자,1,['國有論者']
국유론,1,['國有論']
국유,1,['國有']
국위,1,['國威']
국운,1,['國運']
국외적,1,['國外的']
국외자,1,['局外者']
국외,1,['國外']
국왕,1,['國王']
국영화,1,['國營化']
국영,1,['國營']
국어학자,1,['國語學者']
국어학계,1,['國語學界']
국어학,1,['國語學']
국어사전,1,['國語辭典']
국어과,1,['國語科']
국어,1,['國語']
국악풍,1,['國樂風']
국악단,1,['國樂團']
국익,1,['國益']
국장,1,['局長']
국적,1,['國籍']
국제적,1,['國際的']
국졸,1,['國卒']
국조신,1,['國祖神']
국조권,1,['國調權']
국조,1,['國祖']
국제회의장,1,['國際會議場']
국제회의실,1,['國際會議室']
국제회의,1,['國際會議']
국제화,1,['國際化']
국제파,1,['國際派']
국제주의적,1,['國際主義的']
국제전,1,['國際戰']
국제인,1,['國際人']
국적선,1,['國籍船']
국제선,1,['國際線']
국제부,1,['國際部']
국제법적,1,['國際法的']
국제법,1,['國際法']
국제무대,1,['國際舞臺']
국제기구,1,['國際機構']
국제관,1,['國際館']
국제공항,1,['國際空港']
국제간,1,['國際間']
국제,1,['國際']
국전,1,['國展']
국악과,1,['國樂科']
국악,1,['國樂']
국시,1,['國是']
국모,1,['國母']
국민감정,1,['國民感情']
국민,1,['國民']
국문학자,1,['國文學者']
국문학계,1,['國文學界']
국문학,1,['國文學']
국문과,1,['國文科']
국문,1,['國文']
국무총리실,1,['國務總理室']
국무총리상,1,['國務總理賞']
국무총리,1,['國務總理']
국무,1,['國務']
국면,1,['局面']
국민운동,1,['國民運動']
국립대학,1,['國立大學']
국립대,1,['國立大']
국립공원,1,['國立公園']
국립,1,['國立']
국리민복적,1,['國利民福的']
국리민복,1,['國利民福']
국론,1,['國論']
국록,1,['國祿']
국력,1,['國力']
국량,1,['局量']
국도,1,['國道']
국민성,1,['國民性']
국민적,1,['國民的']
국수주의적,1,['國粹主義的']
국부화,1,['國富化']
국수주의자,1,['國粹主義者']
국수주의,1,['國粹主義']
국수적,1,['國粹的']
국소,1,['局所']
국세,1,['國稅']
국선,1,['國選']
국산화율,1,['國産化率']
국산화,1,['國産化']
국산품,1,['國産品']
국산,1,['國産']
국사무쌍,1,['國士無雙']
국부적,1,['局部的']
국민주,1,['國民株']
국보,1,['國寶']
국법,1,['國法']
국번,1,['局番']
국방비,1,['國防費']
국방력,1,['國防力']
국방군,1,['國防軍']
국방,1,['國防']
국민학생,1,['國民學生']
국민학교장,1,['國民學校長']
국민학교생,1,['國民學校生']
국민학교,1,['國民學校']
구십칠,1,['九十七']
구십일,1,['九十日']
교육감,1,['敎育監']
교통난,1,['交通難']
교환기,1,['交換機']
교환,1,['交換']
교화력,1,['敎化力']
교호,1,['交好']
교협,1,['敎協']
교향악단,1,['交響樂團']
교향곡,1,['交響曲']
교합,1,['咬合']
교학처장,1,['敎學處長']
교학,1,['敎學']
교포,1,['僑胞']
교편,1,['敎鞭']
교파,1,['敎派']
교통편,1,['交通便']
교통질서,1,['交通秩序']
교통지옥,1,['交通地獄']
교통정리,1,['交通整理']
교통안전,1,['交通安全']
교통순경,1,['交通巡警']
교통수단,1,['交通手段']
교통사고율,1,['交通事故率']
교통사고,1,['交通事故']
교통비,1,['交通費']
교통망,1,['交通網']
교통로,1,['交通路']
교환대,1,['交換臺']
교환소,1,['交換所']
교환원,1,['交換員']
구곡간장,1,['九曲肝腸']
구금,1,['拘禁']
구극적,1,['究極的']
구군복,1,['具軍服']
구국간성,1,['救國干城']
구국,1,['救國']
구구절절,1,['句句節節']
구구식,1,['九九式']
구구단,1,['九九段']
구구,1,['區區']
구교,1,['舊橋']
구관,1,['舊館']
구경각,1,['究竟覺']
교환전,1,['交換展']
구걸,1,['求乞']
구강,1,['口腔']
구간,1,['區間']
구가,1,['謳歌']
교훈적,1,['敎訓的']
교회사가,1,['敎會史家']
교회사,1,['敎會史']
교회당,1,['敎會堂']
교회,1,['敎會']
교황,1,['敎皇']
교활,1,['狡猾']
교통량,1,['交通量']
교통경찰,1,['交通警察']
